ID,LastName,FirstName,URL,Weight,TeamID,MemberID,Birthday,PlayerNum,YearsPro,Drafted,Height,Salary,StandingLayup,DrivingLayup,PostFadeaway,PostHook,PostControl,DrawFoul,MovingShotClose,StandingShotClose,MovingShotMidRange,StandingShotMidRange,MovingShotThree,StandingShotThree,FreeThrow,BallControl,PassingVision,PassingIQ,PassingAccuracy,BoxOut,OffensiveRebound,DeffensiveRebound,LateralQuickness,PassPerception,Block,ShotContest,Steal,DefensiveConsistency,OnBallDefenseIQ,PickAndRollDefenseIQ,HelpDefensiveIQ,LowPostDefenseIQ,StandingDunk,DrivingDunk,ContactDunk,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,ShotIQ,Hands,ReactionTime,OffensiveConsistency,,,,,,,,,,,,,,,,,OverallDurability,,Shot,StandingLayup,DrivingLayup,StandingDunk,DrivingDunk,FlashyDunk,AlleyDop,Putback,Crash,SpinLayup,HopStepLayup,EuroStepLayup,Floater,StepThroughShot,ShotUnderBasket,ShotClose,ShotCloseLeft,ShotCloseMiddle,ShotCloseRight,ShotMidRange,ShotMidRangeLeft,ShotMidRangeLeftCenter,ShotMidRangeCenter,ShotMidRangeRightCenter,ShotMidRangeRight,ShotThree,ShotThreeLeft,ShotThreeLeftCenter,ShotThreeCenter,ShotThreeRightCenter,ShotThreeRight,ContestedJumper,StepBackJumper,SpinJumper,PullUpInTransaction,UseGlass,Drive,DriveRight,TripleThreatPumpFake,TripleThreatJabStep,TripleThreatIdle,TripleThreatShot,SetupWithSizeup,SetupWithHesitation,NoSetupDribble,DrivingCrossover,DrivingSpin,DrivingStepBack,DrivingHalfSpin,,DrivingBehindTheBack,DrivingDribbleHesitation,DrivingInAndOut,NoDrivingDribbleMove,AttachStrongOnDrive,DishToOpenMan,Touches,,RollvsPop,,,,,,,,,,,,,,,,,FlashyPass,AlleyDopPass,PassInterception,TakeCharge,OnBallSteal,ContestShot,BlockShot,Foul,HardFoul
903,Dunleavy,Mike,http://mtdb.com/nba2k16/player/mike-dunleavy/,230,2,903,9/15/1980,34,14,R:2 P:3,"0' 5""",4500000,83,64,61,42,50,48,62,65,82,85,84,89,80,65,39,62,62,57,33,57,60,64,45,53,58,45,68,65,67,52,25,55,25,66,54,53,36,86,65,95,80,53,65,74,70,80,80,80,80,80,80,79,80,58,58,72,70,78,79,71,25,59,20,40,10,25,5,5,15,20,35,35,40,30,66,17,10,1,2,6,50,5,16,3,5,9,70,4,21,2,4,5,35,30,30,60,15,50,52,10,20,40,30,0,30,70,35,25,50,0,0,35,50,0,99,30,39,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,60,70,58,65,50,50,60
809,Gasol,Pau,http://mtdb.com/nba2k16/player/pau-gasol/,250,2,809,7/6/1980,16,15,R:1 P:3,"17' 9""",7448760,94,72,81,82,92,72,84,85,86,88,42,72,80,43,57,77,53,92,67,89,35,65,80,85,50,70,77,79,72,86,80,58,30,54,40,41,70,92,70,88,90,85,90,87,74,82,76,82,82,84,83,82,82,77,77,77,75,70,70,81,25,84,75,20,50,15,40,75,55,30,15,20,35,5,68,51,85,9,4,1,90,6,0,7,9,0,2,4,0,5,3,1,55,10,40,10,45,25,50,15,25,25,35,0,20,80,20,25,0,10,0,0,0,0,80,50,57,86,80,50,55,25,50,35,63,35,3,3,40,50,10,35,45,50,25,18,40,10,30,75,50,80,76,40,30
1418,Noah,Joakim,http://mtdb.com/nba2k16/player/joakim-noah/,232,2,1418,2/25/1985,13,9,R:1 P:9,"0' 10""",13400000,82,58,40,60,60,66,68,77,65,70,25,25,60,42,71,62,59,80,79,81,46,75,66,92,59,95,82,89,88,90,80,45,30,52,47,78,75,86,90,60,63,75,30,82,80,82,82,86,86,87,88,84,88,80,80,64,65,55,58,75,99,66,55,30,55,40,40,75,80,5,10,15,25,5,71,74,35,2,3,0,35,7,0,1,6,0,0,3,0,2,2,0,25,5,5,10,35,40,50,5,15,40,40,0,10,90,25,10,0,0,0,0,5,0,90,70,71,48,15,60,0,25,50,50,9,30,35,0,0,40,40,5,40,5,10,25,40,5,60,85,68,90,87,27,85
4194,Mirotic,Nikola,http://mtdb.com/nba2k16/player/nikola-mirotic/,210,2,2534,2/11/1991,44,2,R:2 P:23,"10' 10""",5543725,87,78,68,60,76,78,54,58,71,75,71,75,80,64,39,62,61,83,46,80,50,68,68,70,63,80,62,64,74,71,70,65,35,62,64,68,67,85,85,88,92,70,80,79,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,84,99,70,70,80,70,80,80,10,18,60,5,15,20,5,78,49,30,6,3,2,50,4,4,4,6,4,85,4,4,5,3,2,99,50,40,50,35,45,46,25,45,20,80,0,15,70,25,5,35,15,0,0,0,0,45,65,39,80,40,20,30,35,20,5,16,25,15,2,2,20,20,20,20,0,0,10,10,31,58,15,54,58,60,35,68
1638,Gibson,Taj,http://mtdb.com/nba2k16/player/taj-gibson/,225,2,1638,6/24/1985,22,7,R:2 P:26,"3' 0""",8500000,89,65,72,76,78,68,70,75,69,73,25,25,71,35,33,54,33,63,73,62,57,62,72,86,58,75,74,78,87,84,75,75,40,59,52,58,80,84,91,70,70,58,40,77,86,80,81,83,83,84,84,86,86,70,86,76,86,75,86,81,99,64,45,25,65,55,65,85,70,5,15,25,30,15,41,69,45,8,2,0,60,2,0,5,2,0,0,2,0,8,2,0,45,15,5,15,25,40,50,5,20,60,15,0,0,99,5,30,0,0,0,0,0,0,75,55,33,62,55,50,10,35,45,40,42,25,20,0,0,20,20,35,10,5,25,23,15,0,40,55,60,68,89,41,80
1435,Brooks,Aaron,http://mtdb.com/nba2k16/player/aaron-brooks/,161,2,1435,1/14/1985,0,8,R:1 P:26,"2' 2""",2250000,73,80,40,25,25,67,84,80,76,75,82,85,83,80,72,73,70,29,34,43,58,47,40,60,61,40,58,65,63,27,25,25,25,83,88,78,51,84,71,76,70,60,75,75,84,85,86,86,87,85,84,85,83,79,79,72,80,84,85,84,25,70,10,60,0,0,0,1,5,25,55,65,60,75,80,38,60,5,2,3,60,2,12,4,2,11,80,1,12,5,1,2,25,50,20,40,5,85,51,5,5,85,5,25,25,50,60,25,50,30,50,40,45,50,99,60,72,88,0,0,0,5,15,0,0,0,0,5,0,5,5,5,0,0,0,3,30,10,76,35,84,45,43,66,25
1019,Hinrich,Kirk,http://mtdb.com/nba2k16/player/kirk-hinrich/,190,2,1019,1/2/1981,12,13,R:1 P:7,"0' 2""",2854940,75,72,46,30,28,40,73,73,73,72,78,80,70,75,53,74,75,38,32,41,78,63,40,79,61,60,74,75,70,48,25,25,25,73,67,60,39,92,75,68,75,74,30,74,68,75,73,60,70,70,69,72,73,70,70,68,65,68,70,70,25,45,20,50,0,0,0,0,0,15,35,50,55,60,70,13,20,2,6,11,55,6,12,4,5,8,65,9,9,3,4,8,30,50,15,55,20,60,47,10,10,60,20,15,25,60,60,10,30,5,5,15,40,15,80,50,53,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,72,65,70,64,50,39,25
2773,Snell,Tony,http://mtdb.com/nba2k16/player/tony-snell/,200,2,2706,11/10/1991,20,3,R:1 P:20,"11' 1""",1535880,80,78,48,33,43,44,71,71,69,71,79,82,80,74,33,54,58,50,37,52,72,77,40,77,59,65,72,74,72,40,35,75,35,70,70,72,48,81,85,72,88,82,45,73,81,80,84,84,83,86,87,80,80,80,84,80,80,80,80,83,25,53,40,45,15,35,45,28,17,29,30,55,60,40,67,24,10,2,3,9,35,2,15,2,3,10,65,4,13,3,2,8,52,83,12,20,16,15,49,80,69,34,69,32,16,48,54,28,43,48,58,36,53,38,60,65,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,22,5,18,57,47,29,5
2382,Moore,E'Twaun,http://mtdb.com/nba2k16/player/etwaun-moore/,191,2,2203,2/25/1989,55,5,R:1 P:25,"10' 10""",1015421,79,75,57,40,47,44,82,80,70,72,77,80,60,76,41,70,63,35,38,42,60,65,47,58,67,40,60,64,51,43,25,55,25,70,78,78,54,80,82,78,85,58,50,70,85,84,82,82,84,75,80,81,82,82,83,84,82,82,81,82,25,51,15,50,0,5,25,38,5,25,87,81,84,81,76,30,40,4,4,5,45,5,11,4,4,6,45,5,10,4,3,5,50,25,10,25,10,75,51,5,5,85,5,10,10,80,25,35,40,0,0,15,35,15,99,50,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,90,62,84,69,69,52,20
4454,Portis,Bobby,http://mtdb.com/nba2k16/player/bobby-portis/,245,2,4454,2/10/1995,5,1,R:2 P:22,"11' 4""",1391160,82,60,76,72,74,65,74,76,77,78,50,64,74,52,41,52,50,60,60,65,40,53,55,56,52,40,51,52,60,73,50,40,30,45,54,54,50,80,85,68,75,60,50,77,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,25,60,55,30,35,10,40,80,50,5,25,20,30,5,60,49,60,6,3,2,20,4,4,4,6,4,0,4,4,5,3,2,30,5,0,15,40,50,50,15,25,30,30,0,10,90,0,30,15,0,0,0,0,0,90,40,41,61,40,50,20,20,35,25,48,20,25,1,0,20,20,20,15,15,25,23,25,0,50,73,58,78,55,50,50
4096,McDermott,Doug,http://mtdb.com/nba2k16/player/doug-mcdermott/,218,2,4096,1/3/1992,3,2,R:1 P:11,"2' 2""",2380440,80,62,74,69,68,48,61,60,68,74,71,80,66,52,28,55,50,60,35,55,58,50,30,59,55,40,58,61,63,50,50,40,50,67,58,67,42,81,67,80,85,59,50,74,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,25,45,25,25,25,15,0,5,15,25,25,40,45,30,50,19,15,3,5,6,35,3,16,4,5,6,35,6,16,3,3,5,40,25,15,20,5,10,50,40,10,30,20,0,0,99,0,25,0,0,0,0,0,0,99,30,28,64,10,40,35,15,30,5,7,0,0,0,0,35,35,40,0,0,0,18,5,0,35,55,45,35,50,50,40
4178,Bairstow,Cameron,http://mtdb.com/nba2k16/player/cameron-bairstow/,250,2,4178,12/7/1990,41,2,R:1 P:19,"7' 7""",845059,79,52,58,55,60,62,60,64,65,68,25,25,80,37,27,46,41,65,72,65,54,64,51,61,62,40,54,63,65,68,55,45,55,58,41,75,66,77,82,75,80,61,50,69,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,25,69,45,59,10,5,0,5,45,25,5,20,30,5,54,68,20,6,2,0,45,3,1,4,4,1,20,3,1,5,2,0,10,15,35,5,65,40,50,20,30,10,40,0,20,80,10,30,15,15,0,0,35,0,70,65,27,47,20,40,50,45,30,30,18,20,25,0,0,25,25,25,25,35,20,23,5,0,35,78,55,50,64,84,70
2328,Irving,Kyrie,http://mtdb.com/nba2k16/player/kyrie-irving/,191,3,2122,3/23/1992,2,5,R:4 P:1,"14' 0""",16407500,95,94,64,35,40,73,80,78,89,87,86,89,86,98,72,82,84,44,36,43,72,81,40,74,69,55,72,71,74,32,25,30,25,87,95,81,37,97,85,90,98,74,95,91,75,80,80,73,78,75,77,80,80,80,80,80,80,80,73,81,25,90,15,80,0,1,0,5,5,20,85,90,95,80,94,39,55,4,3,3,85,3,9,5,2,5,90,4,10,7,2,4,75,60,20,50,25,95,51,5,10,60,25,50,30,20,80,40,60,30,30,30,70,50,99,60,72,92,4,0,0,35,10,0,4,0,25,15,20,5,5,25,0,0,0,3,55,30,82,60,88,55,43,54,20
2344,Shumpert,Iman,http://mtdb.com/nba2k16/player/iman-shumpert/,220,3,2146,6/26/1990,4,5,R:3 P:17,"15' 4""",8988765,73,74,60,25,35,40,55,54,80,82,78,79,67,78,55,68,70,51,45,56,85,55,45,73,79,60,85,75,75,58,40,77,40,82,80,94,60,86,88,51,60,73,40,81,82,80,81,83,75,81,82,82,80,66,74,70,78,81,82,72,99,63,20,45,5,35,70,75,5,40,50,75,80,65,84,16,10,5,4,9,55,5,10,5,6,4,60,4,12,5,6,9,15,0,25,25,10,80,52,5,25,45,25,40,20,40,45,10,30,15,20,25,30,5,90,50,55,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,82,70,70,60,36,44,73
1013,James,LeBron,http://mtdb.com/nba2k16/player/lebron-james/,250,3,1013,12/30/1984,23,13,R:1 P:1,"14' 1""",22970500,97,96,84,74,87,84,80,79,74,75,75,75,71,77,85,90,81,65,36,67,94,90,56,90,71,95,94,93,93,78,70,87,50,86,85,88,89,98,90,98,98,90,98,96,99,82,82,99,99,99,99,99,95,99,95,94,98,97,99,97,99,98,70,75,35,55,90,95,50,35,85,95,85,65,95,40,55,8,5,2,85,3,11,3,3,5,75,4,8,4,2,2,55,45,35,20,32,95,49,5,20,50,25,40,30,30,65,30,60,30,15,0,75,50,90,70,85,99,60,20,20,25,30,35,39,15,15,35,35,5,25,30,40,5,25,25,60,10,99,55,88,90,63,28,55
1511,Love,Kevin,http://mtdb.com/nba2k16/player/kevin-love/,243,3,1511,9/7/1988,0,8,R:4 P:5,"15' 0""",19689000,94,68,88,79,89,71,72,78,80,89,78,82,80,52,41,77,68,90,57,87,44,57,51,76,58,50,68,69,65,76,75,55,30,72,45,70,85,93,90,97,98,84,90,87,71,79,78,84,83,79,79,80,81,84,83,85,84,79,85,77,25,85,40,15,55,15,20,75,95,5,15,10,25,45,49,33,55,7,6,9,65,2,14,1,1,6,90,2,8,4,2,5,30,40,25,60,10,40,50,25,15,20,40,20,10,70,15,25,35,0,0,0,20,0,70,70,41,76,60,20,40,35,35,20,41,35,5,5,25,30,30,30,35,15,35,33,40,5,60,72,74,75,50,40,55
2015,Mozgov,Timofey,http://mtdb.com/nba2k16/player/timofey-mozgov/,250,3,1865,7/16/1986,20,6,R:1 P:0,"2' 11""",4950000,90,61,61,69,74,70,61,68,66,74,47,49,71,35,29,59,25,75,75,79,54,58,76,75,56,80,65,74,85,83,85,75,40,52,47,63,70,83,67,85,85,65,45,78,81,80,78,80,81,82,82,83,81,76,80,74,80,81,80,79,99,58,50,10,80,35,40,75,45,5,5,5,5,5,55,71,50,5,3,1,45,2,0,3,4,0,1,2,1,4,3,1,20,0,0,5,15,10,50,0,0,90,10,0,0,99,0,0,0,0,0,0,0,0,99,40,29,59,40,99,15,0,50,50,29,25,5,0,1,20,0,0,25,0,10,5,0,0,20,75,35,83,85,94,74
1132,Williams,Mo,http://mtdb.com/nba2k16/player/mo-williams/,195,3,1132,12/19/1982,52,13,R:1 P:18,"14' 2""",2100000,73,75,47,27,30,69,81,86,83,80,78,83,87,81,83,73,74,33,31,47,58,40,40,57,59,50,58,60,60,32,25,35,25,75,83,69,45,80,70,78,77,57,75,78,82,81,80,70,83,79,82,77,74,78,78,75,72,73,72,77,65,70,5,25,0,1,5,2,0,35,77,86,85,86,86,7,20,6,6,2,85,8,14,4,8,12,75,10,11,4,6,2,55,60,30,25,15,70,50,5,20,35,40,40,0,60,50,15,65,35,20,50,60,45,99,60,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,68,62,78,50,35,54,5
1167,Smith,J.R.,http://mtdb.com/nba2k16/player/j-r-smith/,220,3,1167,9/9/1985,5,12,R:1 P:18,"17' 1""",6399750,74,73,62,25,45,37,79,74,84,85,86,81,75,74,61,70,78,44,33,51,65,62,45,74,67,50,77,75,73,45,40,70,40,75,78,78,52,88,72,70,70,74,60,76,80,82,81,80,80,83,84,81,80,75,80,77,80,81,82,78,99,78,25,55,5,30,85,85,15,40,55,75,75,70,83,13,10,2,5,6,65,5,20,2,3,8,90,4,18,4,5,5,50,53,25,60,20,65,50,5,25,50,50,50,30,20,45,15,30,15,10,5,35,20,90,65,61,68,2,0,10,10,30,0,2,0,0,0,0,0,0,0,10,5,10,5,40,15,76,60,68,45,41,56,81
2331,Thompson,Tristan,http://mtdb.com/nba2k16/player/tristan-thompson/,245,3,2126,3/13/1991,13,5,R:1 P:4,"4' 0""",6777589,88,68,63,71,64,70,72,78,64,65,25,25,64,39,27,70,31,75,90,75,66,58,62,72,56,55,76,75,79,78,95,75,50,70,57,74,60,82,85,87,65,72,45,81,90,93,92,95,98,89,95,92,88,85,85,75,80,88,87,92,99,48,40,20,75,65,40,90,75,25,10,15,5,5,57,49,50,6,3,2,8,4,4,4,6,4,0,4,4,5,3,2,20,5,15,5,35,40,49,10,15,25,50,0,20,80,15,15,5,0,0,0,10,0,99,40,27,49,20,50,25,35,25,5,20,30,35,0,0,5,5,5,15,10,5,5,10,0,55,65,45,70,69,66,45
1179,Varejao,Anderson,http://mtdb.com/nba2k16/player/anderson-varejao/,267,3,1179,9/28/1982,17,12,R:1 P:1,"2' 1""",9638554,95,68,57,63,68,58,84,85,80,89,25,25,73,35,37,64,58,75,72,76,42,60,60,80,62,70,80,84,84,73,65,52,35,55,47,58,65,80,90,88,78,80,50,80,80,80,80,65,65,80,80,70,70,65,65,68,58,70,70,62,99,38,50,25,40,10,15,75,65,60,5,10,15,5,49,50,55,7,4,1,60,5,1,8,3,2,0,6,1,8,2,2,40,5,35,15,35,35,53,15,10,50,25,0,0,99,0,0,0,0,0,0,0,0,99,70,37,63,10,75,0,0,50,50,8,25,20,0,0,0,0,0,30,5,25,13,15,0,60,90,75,90,52,54,80
816,Jefferson,Richard,http://mtdb.com/nba2k16/player/richard-jefferson/,230,3,816,6/21/1980,24,15,R:1 P:13,"5' 0""",947276,78,74,62,45,60,66,60,60,63,65,83,86,68,68,33,70,60,54,36,61,68,73,42,71,60,45,68,64,66,60,55,73,50,72,65,69,64,80,62,86,64,71,55,84,80,80,78,80,81,82,80,83,84,78,78,71,68,84,85,74,25,50,20,30,15,40,75,5,15,25,25,30,35,20,74,29,35,2,2,10,35,2,14,4,2,4,70,4,12,2,2,11,20,15,15,15,15,70,47,0,20,45,25,10,30,60,35,20,25,0,0,0,0,0,70,35,33,54,5,0,10,25,25,0,4,0,0,0,0,15,15,15,35,20,0,8,15,5,66,66,68,66,47,58,69
2852,Dellavedova,Matthew,http://mtdb.com/nba2k16/player/matthew-dellavedova/,200,3,2852,9/8/1990,8,3,R:1 P:0,"15' 4""",1147276,74,65,28,28,30,38,60,64,68,70,76,83,76,77,70,78,73,34,40,43,82,40,27,70,57,75,83,78,79,30,25,25,25,72,69,67,35,82,97,78,85,70,35,72,81,80,80,81,83,80,82,83,82,80,82,80,80,80,80,81,99,45,10,40,0,0,0,0,25,40,45,60,55,60,73,9,40,6,2,8,40,3,13,6,2,10,75,3,15,10,2,11,30,15,5,50,5,86,52,5,10,60,25,25,25,50,25,35,30,15,0,15,25,25,70,30,70,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,72,45,82,55,31,56,20
1205,Jones,James,http://mtdb.com/nba2k16/player/james-jones/,215,3,1205,10/4/1980,1,13,R:1 P:20,"7' 6""",947276,70,62,60,29,36,58,77,77,69,70,83,85,84,60,30,70,59,36,33,47,53,44,47,52,58,45,53,58,50,38,25,58,25,73,52,72,42,77,70,75,70,52,60,72,75,81,80,81,82,83,84,83,80,68,75,76,70,80,80,73,25,44,10,20,0,2,0,0,0,30,25,35,35,20,67,0,0,2,1,20,30,2,24,2,2,11,70,2,24,3,4,12,15,10,5,50,5,20,52,15,5,60,20,0,0,100,15,0,0,0,0,0,35,0,70,30,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,60,55,62,45,58,52,50
4163,Harris,Joe,http://mtdb.com/nba2k16/player/joe-harris/,215,3,4163,9/7/1991,12,2,R:1 P:3,"2' 2""",845059,75,60,48,30,32,40,73,77,78,82,80,84,60,60,34,50,60,38,33,44,64,63,32,53,55,45,64,60,58,34,25,30,25,67,69,67,36,80,80,70,80,53,40,73,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,25,59,20,40,10,25,5,5,15,20,30,45,40,30,66,0,10,3,3,23,30,3,15,3,3,3,60,5,19,4,3,18,35,30,30,60,15,50,52,10,20,40,30,0,30,70,35,25,50,0,0,35,50,0,99,30,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,60,70,58,65,30,50,60
4092,Smart,Marcus,http://mtdb.com/nba2k16/player/marcus-smart/,227,4,4092,3/6/1994,36,2,R:1 P:6,"11' 9""",3431040,77,76,58,25,55,58,64,65,70,73,74,76,64,81,63,72,75,55,42,49,75,79,45,72,79,60,76,75,75,48,25,50,25,79,83,86,70,84,90,82,82,79,50,80,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,65,62,15,60,0,20,20,3,5,35,50,65,75,55,81,20,15,2,1,8,45,3,18,5,3,12,75,4,17,2,1,4,40,6,25,35,5,75,46,10,10,60,20,30,30,40,60,20,30,20,20,25,40,40,80,25,63,53,10,0,0,25,0,0,1,0,0,5,0,0,0,5,50,0,0,0,40,25,83,60,73,35,34,38,45
1968,Bradley,Avery,http://mtdb.com/nba2k16/player/avery-bradley/,180,4,1819,11/26/1990,0,6,R:3 P:19,"4' 7""",7730337,71,75,41,28,37,45,78,77,80,82,78,80,79,77,37,64,64,30,35,47,88,75,37,82,63,85,84,86,85,60,25,50,25,86,80,78,30,85,90,78,85,82,55,77,80,81,85,69,77,83,81,84,87,85,80,70,75,80,82,80,25,71,15,45,10,40,60,50,10,20,55,65,60,50,91,19,10,1,3,7,85,11,11,4,12,5,75,9,6,2,4,6,50,30,15,30,5,75,51,10,10,60,20,10,40,50,30,20,25,0,0,0,40,10,99,40,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,88,90,86,85,48,64,35
1951,Turner,Evan,http://mtdb.com/nba2k16/player/evan-turner/,220,4,1802,10/27/1988,11,6,R:1 P:2,"3' 9""",3425510,83,79,52,31,50,54,66,65,83,82,68,74,75,75,75,64,62,70,34,71,68,55,42,68,63,50,68,72,67,48,40,63,40,72,73,70,60,82,66,80,85,68,50,74,87,84,86,88,82,83,84,85,84,80,79,80,81,82,84,85,25,64,15,60,5,35,30,75,35,20,75,70,65,45,81,29,25,9,2,3,80,5,4,10,5,3,35,7,4,12,4,3,75,40,50,25,15,80,51,10,15,50,25,10,40,50,50,50,25,10,5,10,75,15,99,60,75,68,10,0,15,0,20,5,5,0,0,0,5,0,0,0,5,0,0,0,30,10,72,70,68,68,34,37,30
1285,Lee,David,http://mtdb.com/nba2k16/player/david-lee/,240,4,1285,4/29/1983,42,11,R:1 P:30,"14' 9""",15493680,86,69,80,82,77,69,65,68,70,75,25,25,65,50,53,60,54,85,70,77,52,61,61,72,63,55,66,72,70,69,65,69,30,75,52,72,69,84,75,80,86,72,65,81,83,83,79,78,83,74,83,83,76,82,78,79,74,84,83,80,25,70,85,20,45,10,35,70,65,5,10,10,25,20,48,60,75,9,2,1,50,3,1,6,3,1,0,5,1,5,2,1,55,30,5,10,65,35,50,30,20,15,35,0,0,100,10,40,0,0,0,0,5,0,80,75,53,69,50,40,0,20,60,45,41,20,25,0,1,20,20,20,20,50,0,10,10,0,50,68,58,72,38,60,75
2470,Zeller,Tyler,http://mtdb.com/nba2k16/player/tyler-zeller/,250,4,2460,1/17/1990,44,4,R:1 P:17,"5' 2""",2616975,87,52,68,80,74,69,86,93,80,90,25,25,82,35,42,58,36,80,67,77,40,55,62,61,50,65,55,61,70,67,70,54,35,55,40,72,68,80,56,78,81,61,50,76,70,81,81,80,80,82,82,80,80,81,80,76,70,79,79,79,25,49,50,20,70,40,5,45,40,15,10,10,10,10,47,74,85,5,3,0,50,2,0,2,5,0,0,4,0,4,1,0,50,0,5,10,25,30,52,15,15,40,30,0,0,99,0,0,0,0,0,0,0,0,99,60,42,69,15,99,5,5,30,30,9,20,20,0,0,5,5,10,20,5,20,13,5,0,50,60,55,70,74,88,55
2387,Thomas,Isaiah,http://mtdb.com/nba2k16/player/isaiah-thomas/,185,4,2210,2/7/1989,4,5,R:3 P:30,"2' 8""",6912869,82,82,40,25,25,89,73,70,75,76,79,81,86,87,73,85,82,32,35,44,64,72,30,60,62,55,64,70,62,25,25,27,25,87,88,81,45,95,88,95,90,60,90,81,93,90,92,93,94,90,90,92,91,93,92,90,90,91,92,91,99,80,10,60,0,0,0,2,5,40,85,70,90,85,84,32,45,4,1,3,65,4,12,5,2,10,90,5,16,2,1,3,30,50,20,50,5,85,52,5,5,85,5,50,25,25,50,20,60,25,35,35,25,40,99,60,73,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,78,55,82,50,26,56,25
2474,Sullinger,Jared,http://mtdb.com/nba2k16/player/jared-sullinger/,260,4,2464,3/4/1992,7,4,R:1 P:21,"5' 2""",2269260,85,70,72,72,79,65,82,84,78,82,65,75,74,55,55,68,58,82,70,78,50,65,61,70,61,55,64,75,63,74,60,51,30,40,48,70,80,86,80,78,75,70,70,78,75,79,63,79,78,80,81,80,82,80,73,74,79,80,81,74,65,74,40,15,20,15,15,75,50,5,10,25,20,10,58,40,80,7,3,2,70,3,9,3,4,8,75,4,9,6,2,0,30,15,25,10,20,25,50,10,15,40,35,0,0,99,0,0,0,0,0,0,0,0,99,40,55,83,45,60,0,15,15,0,38,25,20,10,15,20,20,40,0,0,0,10,10,0,50,78,58,55,65,92,78
2487,Crowder,Jae,http://mtdb.com/nba2k16/player/jae-crowder/,235,4,2477,7/6/1990,99,4,R:5 P:4,"3' 0""",6796117,80,76,60,57,51,67,81,83,76,80,70,74,77,75,36,78,60,58,48,63,68,68,51,62,69,65,68,69,64,59,45,60,45,61,66,73,82,90,93,84,80,62,60,76,90,89,88,84,87,85,87,90,95,84,85,88,87,82,83,90,25,54,30,35,5,20,55,25,25,5,30,40,50,35,73,28,15,5,3,5,55,4,11,2,3,7,75,4,11,5,6,6,20,25,25,15,5,60,50,15,15,55,15,15,15,70,25,25,40,0,0,15,45,5,99,50,36,61,0,25,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,5,64,76,68,68,47,68,35
1452,Johnson,Amir,http://mtdb.com/nba2k16/player/amir-johnson/,210,4,1452,5/1/1987,90,11,R:1 P:26,"6' 2""",12000000,90,59,70,71,69,56,84,90,78,84,67,70,61,38,38,54,45,74,68,68,52,55,63,68,58,65,62,81,76,58,65,69,40,52,52,73,64,83,62,87,80,68,50,75,84,84,85,85,86,85,84,85,83,82,79,74,74,81,82,83,99,62,45,15,55,30,50,75,35,5,10,10,25,5,60,77,80,1,1,1,8,2,2,3,2,2,5,1,4,2,1,1,30,0,0,15,15,20,54,15,5,70,10,0,0,99,0,0,0,0,0,0,0,0,99,30,38,55,20,99,0,35,20,0,5,20,30,0,0,0,0,0,40,20,10,5,5,0,45,68,55,76,82,90,45
2766,Olynyk,Kelly,http://mtdb.com/nba2k16/player/kelly-olynyk/,238,4,2699,4/19/1991,41,3,R:1 P:13,"7' 7""",2165160,92,60,77,76,81,66,68,70,74,79,75,79,68,42,46,60,40,73,60,67,35,45,61,77,71,50,51,77,63,58,70,53,35,45,41,55,51,84,80,84,78,77,65,75,85,83,81,80,82,80,81,84,82,80,80,79,74,78,78,81,25,59,40,10,15,15,5,25,25,5,10,10,20,5,56,42,35,4,2,2,50,2,9,3,3,10,75,4,11,4,2,2,48,25,10,10,60,44,56,10,45,65,75,0,0,50,5,0,0,5,0,0,0,0,90,50,46,74,20,20,5,25,55,15,10,15,20,10,5,0,0,10,20,10,15,8,10,0,52,35,51,72,60,51,83
